# Generated 2024-12-22 16:21:17.462690
# Execution time 908.4 s
# N = 5001 (number of FS points the same for each FS) 
# err = 1e-06 (integral error aim the same for each FS) 
# Lset mean free path setting outer square = [3, 1.5e-08, 7.5e-09]
# Lset mean free path setting inner square = [0, 7.5e-09]
# Lset mean free path setting chain = [3, 1.5e-08, 7.5e-09]
# Units of B are Tesla, sigma and error is 1/(Ohm meter)
# O = outer square, I = inner square, C = chain

B sxxO exxO sxyO exyO syyO eyyO sxxI exxI sxyI exyI syyI eyyI sxxC exxC sxyC exyC syyC eyyC
1.0000000000   1740295.66540         0.99836      4450.12224       185.46390   3364960.20377         1.02214   1570635.86676         0.46124      2828.09775         2.72750   1661862.25025         0.46800     91044.44299         0.15015       107.30838         4.33637   3941156.50166         0.49920
2.0000000000   1740228.74161         1.25875      9083.77524       187.89452   3364593.88891         2.23966   1570608.23919         0.56553      5659.92358         3.25846   1661833.33192         0.60617     90979.73242         0.29715     -1165.03983         4.34573   3940871.64920         1.18254
3.0000000000   1740120.56879         1.72821     13702.62743       188.91883   3363997.58047         3.36986   1570561.47125         0.29277      8491.30469         3.47285   1661784.51704         0.29665     90877.88833         0.42580     -2429.21143         4.38056   3940414.20626         2.42531
4.0000000000   1739974.57037         1.80387     18301.19687       189.46748   3363183.11508         4.79264   1570496.21789         0.16002     11322.01558         3.57852   1661716.51359         0.15091     90742.66479         0.56389     -3683.93729         4.43491   3939797.88459         3.54963
5.0000000000   1739794.75857         2.02429     22875.42457       189.80818   3362163.49089         6.26788   1570412.46089         0.22428     14151.83427         3.63444   1661629.28083         0.22049     90576.73972         0.69669     -4929.18782         4.50542   3939036.70209         4.51051
7.5000000000   1739218.83980         2.88273     34189.20045       190.27661   3358802.57520         8.99775   1570122.33272         0.31109     21221.04992         3.67415   1661327.27309         0.25095     90040.51447         1.00964     -8004.47306         4.72750   3936590.12335         7.06060
10.0000000000   1738496.06389         3.35671     45319.23741       190.50122   3354435.89020        10.93293   1569718.00997         0.20557     28280.00346         3.64725   1660906.56741         0.10545     89350.83116         1.30538    -11033.64628         4.97520   3933522.98753         9.31228
15.0000000000   1736723.18632         3.93125     67054.09806       190.48764   3343329.93731        13.08736   1568573.43369         0.26627     42354.65006         3.47316   1659716.16725         0.09968     87591.75190         1.80686    -16972.81214         5.40814   3926140.07835        12.62592
20.0000000000   1734624.25092         4.20658     88180.46941       189.83849   3329838.23574        12.93993   1566993.77797         0.36934     56352.95569         3.18024   1658074.59607         0.12336     85435.93677         2.18384    -22734.45738         5.68548   3917760.57470        14.87859
25.0000000000   1732276.35125         4.03921    108803.86804       188.52627   3314589.91808        11.25547   1564997.49225         0.38396     70255.85399         2.78984   1656002.03309         0.07900     82994.69188         2.45954    -28262.03560         5.81961   3908851.34263        16.27525
