# Generated 2024-12-22 15:51:29.668339
# Execution time 1382.0 s
# N = 5001 (number of FS points the same for each FS) 
# err = 1e-06 (integral error aim the same for each FS) 
# Lset mean free path setting outer square = [3, 2.5e-09, 7.5e-09]
# Lset mean free path setting inner square = [0, 7.5e-09]
# Lset mean free path setting chain = [3, 2.5e-09, 7.5e-09]
# Units of B are Tesla, sigma and error is 1/(Ohm meter)
# O = outer square, I = inner square, C = chain

B sxxO exxO sxyO exyO syyO eyyO sxxI exxI sxyI exyI syyI eyyI sxxC exxC sxyC exyC syyC eyyC
1.0000000000   1717011.62288         1.67890      2003.38869       185.30217   1371593.17600         2.08843   1570635.86676         0.46124      2828.09775         2.72750   1661862.25025         0.46800     71053.12826         0.03894      -468.98694         3.03382   1645240.88392         1.11279
2.0000000000   1716973.02304         1.38654      4195.98910       187.55965   1371485.71528         0.64133   1570608.23919         0.56553      5659.92358         3.25846   1661833.33192         0.60617     70998.97540         0.17023       -12.51699         3.02097   1645205.37418         0.62663
3.0000000000   1716909.00110         1.69202      6386.75231       188.50490   1371308.28881         0.42926   1570561.47125         0.29277      8491.30469         3.47285   1661784.51704         0.29665     70909.78136         0.34798       444.73501         3.02094   1645146.82764         0.46610
4.0000000000   1716820.08665         1.67042      8574.82057       188.98673   1371062.35868         0.20409   1570496.21789         0.16002     11322.01558         3.57852   1661716.51359         0.15091     70786.53278         0.53393       903.13840         3.03024   1645066.04777         0.10418
5.0000000000   1716707.35826         1.82353     10759.41285       189.27513   1370749.19944         0.11672   1570412.46089         0.22428     14151.83427         3.63444   1661629.28083         0.22049     70630.34352         0.71029      1362.98462         3.04483   1644964.01465         0.17441
7.5000000000   1716326.09880         2.59200     16201.22285       189.65108   1369679.30909         0.37355   1570122.33272         0.31109     21221.04992         3.67415   1661327.27309         0.25095     70104.16819         1.11389      2519.97682         3.09739   1644620.45083         0.56973
10.0000000000   1715813.41728         3.03313     21607.96120       189.80958   1368214.79594         0.34790   1569718.00997         0.20557     28280.00346         3.64725   1660906.56741         0.10545     69402.02710         1.47924      3687.51393         3.16104   1644158.90268         1.14381
15.0000000000   1714448.34952         3.63102     32292.78110       189.70894   1364187.81938         0.36278   1568573.43369         0.26627     42354.65006         3.47316   1659716.16725         0.09968     67563.75814         2.07596      6042.61822         3.28792   1642921.04623         2.08240
20.0000000000   1712710.72384         3.99162     42788.17821       188.97974   1358849.00630         0.53385   1566993.77797         0.36934     56352.95569         3.18024   1658074.59607         0.12336     65297.18414         2.51288      8391.71002         3.38606   1641321.34242         2.75206
25.0000000000   1710677.70120         3.92614     53092.01586       187.54000   1352382.09677         0.62974   1564997.49225         0.38396     70255.85399         2.78984   1656002.03309         0.07900     62761.94467         2.82862     10692.53457         3.44443   1639419.96132         3.34631
