# Digitization of fig 1d of Carrington2007
# Fermi surface of YBCO full oxygen
# But structure of O6.5
# x: 0 is Gamma. 1 is X
# y: 0 is Gamma. 1 is Y

x y
0.023429939092589724 0.21175932925042074
0.03353674438011789 0.21175932925042074
0.04364354966764608 0.21175932925042074
0.05375035495517427 0.21175932925042074
0.06385716024270244 0.21175932925042074
0.07396396553023063 0.21144404763741287
0.0840707708177588 0.21144404763741287
0.09417757610528699 0.2104982027983897
0.10428438139281515 0.2104982027983897
0.11439118668034332 0.2104982027983897
0.12449799196787154 0.2098676395723742
0.1346047972553997 0.2092370763463589
0.14471160254292786 0.20892179473335104
0.15566064160441673 0.20713519892630727
0.16492521311798425 0.2063995418292892
0.1750320184055124 0.20671482344229708
0.18513882369304058 0.2063995418292892
0.1952456289805688 0.20545369699026605
0.20535243426809696 0.20482313376425054
0.21545923955562513 0.20387728892522738
0.22556604484315335 0.20387728892522738
0.2356728501306815 0.20293144408620445
0.24577965541820967 0.2019855992471813
0.25588646070573784 0.20040919118214262
0.26599326599326606 0.19946334634311946
0.2761000712807942 0.19914806473011182
0.2862068765683224 0.19820221989108866
0.2963136818558506 0.1978869382780808
0.3064204871433788 0.19662581182605
0.31652729243090694 0.19631053021304212
0.3266340977184351 0.19504940376101132
0.3367409030059633 0.193157714082965
0.34684770829349143 0.19189658763093398
0.3569545135810196 0.19158130601792633
0.36706131886854776 0.19063546117890295
0.3771681241560759 0.18937433472687215
0.38803293984016873 0.18779792666183348
0.39738173473113236 0.18653680020980268
0.40748854001866053 0.1855909553707793
0.4175953453061887 0.1843298289187485
0.42770215059371686 0.18401454730574085
0.437808955881245 0.18338398407972534
0.4479157611687732 0.18243813924070218
0.45802256645630146 0.18117701278867115
0.4681293717438296 0.180231167949648
0.4782361770313578 0.17928532311062484
0.48834298231888595 0.1789700414976172
0.4984497876064141 0.17833947827160168
0.5093146032905069 0.17871781620721094
0.567428733693794 0.16055759529796587
0.5767775285847575 0.15753089181309154
0.5841049624182154 0.15122525955293709
0.5937064274413671 0.1454240778735949
0.6001495158121665 0.14050568471067426
0.6096246457692241 0.13703758696758928
0.619478780924564 0.1312994616108485
0.6298382563442805 0.12789442019036512
0.6399450616318086 0.12442632244728014
0.6472724954652666 0.11944487296175788
0.6576319708849829 0.11749012696110994
0.6677387761725111 0.11370674760501731
0.6778455814600394 0.11244562115298629
0.6876997166153792 0.10859918547429204
0.6980591920350957 0.10740111534486263
0.7081659973226239 0.10582470727982396
0.718272802610152 0.10550942566681631
0.7283796078976802 0.10424829921478551
0.7384864131852084 0.10456358082779316
0.7485932184727366 0.10424829921478551
0.7587000237602648 0.10519414405380867
0.768806829047793 0.10582470727982396
0.7789136343353211 0.10708583373185498
0.7890204396228493 0.1077163969578705
0.7991272449103775 0.11023864986193233
0.8092340501979056 0.111815057926971
0.8193408554854339 0.11339146599200944
0.8294476607729621 0.11433731083103282
0.8395544660604902 0.11654428212208678
0.8496612713480184 0.11812069018712545
0.8597680766355468 0.12001237986517177
0.8698748819230749 0.12158878793021044
0.8799816872106031 0.12411104083427227
0.8900884924981313 0.1253721672863033
0.9001952977856594 0.1266332937383341
0.9103021030731876 0.1272638569643496
0.9204089083607158 0.12978610986841144
0.9305157136482439 0.1307319547074346
0.9406225189357721 0.13167779954645775
0.9507293242233003 0.13230836277247326
0.9608361295108284 0.13325420761149642
0.9709429347983566 0.13356948922450407
0.9810497400858847 0.13420005245051958
0.9911565453734129 0.1348306156765351
0.01058201058201061 0.2112676056338032
0.5220458553791886 0.17605633802816945
0.5361552028218695 0.17429577464788792
0.5590828924162258 0.16549295774647965
0.5502645502645501 0.16901408450704292
